Date,Open,High,Low,Close,Adj_close
2015-03-20,15.2615,15.2727,15.036,15.2615,15.2615
2015-03-23,15.0427,15.0737,14.9527,15.0427,15.0427
2015-03-24,14.9228,15.0,14.867,14.9233,14.9233
2015-03-25,14.9451,14.9527,14.864,14.9447,14.9447
2015-03-26,14.9974,15.1334,14.9535,14.994000000000002,14.994000000000002
2015-03-27,15.1465,15.1776,15.099,15.1463,15.1463
2015-03-30,15.2121,15.2691,15.1961,15.2121,15.2121
2015-03-31,15.2604,15.3504,15.2186,15.2609,15.2609
2015-04-01,15.2615,15.2994,15.0985,15.2615,15.2615
2015-04-02,15.135,15.1571,15.0105,15.1349,15.1349
2015-04-03,15.0101,15.0307,14.7662,15.0101,15.0101
2015-04-06,14.8083,14.8326,14.7575,14.807,14.807
2015-04-07,14.8938,14.9495,14.86,14.8953,14.8953
2015-04-08,14.9175,14.9408,14.8348,14.9173,14.9173
2015-04-09,14.9102,15.0946,14.87,14.9106,14.9106
2015-04-10,15.0748,15.219000000000001,15.068,15.0756,15.0756
2015-04-13,15.2185,15.344000000000001,15.2133,15.2186,15.2186
2015-04-14,15.3853,15.3909,15.198,15.3848,15.3848
2015-04-15,15.2612,15.4153,15.2406,15.2614,15.2614
2015-04-16,15.2751,15.3145,15.187999999999999,15.2695,15.2695
2015-04-17,15.171,15.337,15.1146,15.169,15.169
2015-04-20,15.312000000000001,15.4152,15.275,15.3128,15.3128
2015-04-21,15.4553,15.49,15.3548,15.4591,15.4591
2015-04-22,15.4335,15.4772,15.3503,15.4332,15.4332
2015-04-23,15.4496,15.4829,15.3268,15.4482,15.4482
2015-04-24,15.3378,15.4057,15.295,15.3372,15.3372
2015-04-27,15.388,15.429,15.300999999999998,15.3879,15.3879
2015-04-28,15.3614,15.3891,15.1896,15.3596,15.3596
2015-04-29,15.2573,15.2993,15.1579,15.261,15.261
2015-04-30,15.227,15.4,15.2125,15.2322,15.2322
2015-05-01,15.3424,15.5904,15.3294,15.3427,15.3427
2015-05-04,15.5503,15.578,15.495999999999999,15.5534,15.5534
2015-05-05,15.4611,15.4815,15.2737,15.4599,15.4599
2015-05-06,15.3529,15.3588,15.245,15.3525,15.3525
2015-05-07,15.3563,15.4344,15.3078,15.3537,15.3537
2015-05-08,15.2991,15.3212,15.1108,15.297,15.297
2015-05-11,15.1256,15.2977,15.120999999999999,15.1256,15.1256
2015-05-12,15.333,15.422,15.284,15.3331,15.3331
2015-05-13,15.3209,15.332,15.159,15.3209,15.3209
2015-05-14,15.2685,15.2912,15.0784,15.2654,15.2654
2015-05-15,15.0923,15.1458,14.9952,15.0915,15.0915
2015-05-18,15.0065,15.1376,15.0049,15.003,15.003
2015-05-19,15.0945,15.2268,15.0738,15.093,15.093
2015-05-20,15.1972,15.2435,15.168,15.1965,15.1965
2015-05-21,15.19,15.2576,15.1302,15.1925,15.1925
2015-05-22,15.2232,15.3272,15.183,15.2215,15.2215
2015-05-25,15.2735,15.2853,15.2394,15.2729,15.2729
2015-05-26,15.2583,15.3343,15.2412,15.2583,15.2583
2015-05-27,15.2823,15.3996,15.2507,15.282,15.282
2015-05-28,15.2945,15.4071,15.28,15.293,15.293
2015-05-29,15.3108,15.4385,15.309000000000001,15.3113,15.3113
2015-06-01,15.3968,15.495999999999999,15.3727,15.3945,15.3945
2015-06-02,15.4752,15.497,15.4005,15.4758,15.4758
2015-06-03,15.4331,15.5287,15.414000000000001,15.4323,15.4323
2015-06-04,15.5236,15.5852,15.495,15.5227,15.5227
2015-06-05,15.5374,15.7634,15.5217,15.537,15.537
2015-06-08,15.7142,15.7598,15.642999999999999,15.7083,15.7083
2015-06-09,15.6308,15.658,15.5323,15.6315,15.6315
2015-06-10,15.5733,15.5978,15.402999999999999,15.5733,15.5733
2015-06-11,15.4729,15.557,15.3828,15.4739,15.4739
2015-06-12,15.3612,15.45,15.343,15.3635,15.3635
2015-06-15,15.4002,15.457,15.399000000000001,15.4047,15.4047
2015-06-16,15.437000000000001,15.4639,15.39,15.4373,15.4373
2015-06-17,15.3893,15.4321,15.3853,15.388,15.388
2015-06-18,15.2596,15.2772,15.1672,15.2559,15.2559
2015-06-19,15.3312,15.3598,15.277000000000001,15.3314,15.3314
2015-06-22,15.343,15.3539,15.2808,15.3438,15.3438
2015-06-23,15.3451,15.429,15.3168,15.3452,15.3452
2015-06-24,15.394,15.4669,15.357999999999999,15.3952,15.3952
2015-06-25,15.5062,15.5087,15.448,15.5068,15.5068
2015-06-26,15.4903,15.5895,15.4829,15.4903,15.4903
2015-06-29,15.6621,15.6823,15.612,15.6589,15.6589
2015-06-30,15.687999999999999,15.7214,15.629000000000001,15.6834,15.6834
2015-07-01,15.7107,15.8068,15.7003,15.7114,15.7114
2015-07-02,15.7755,15.8398,15.6405,15.7749,15.7749
2015-07-03,15.6698,15.7192,15.6528,15.6699,15.6699
2015-07-06,15.796,15.86,15.7382,15.794,15.794
2015-07-07,15.7192,15.8611,15.7029,15.7205,15.7205
2015-07-08,15.806,15.865,15.789000000000001,15.8054,15.8054
2015-07-09,15.8396,15.8491,15.737,15.8401,15.8401
2015-07-10,15.802999999999999,15.8069,15.673,15.8032,15.8032
2015-07-13,15.751,15.8055,15.7109,15.751,15.751
2015-07-14,15.732000000000001,15.7595,15.632,15.7323,15.7323
2015-07-15,15.6624,15.7766,15.635,15.661,15.661
2015-07-16,15.797,15.8302,15.772,15.796,15.796
2015-07-17,15.8244,15.9244,15.7962,15.8258,15.8258
2015-07-20,15.9271,15.9989,15.9,15.9286,15.9286
2015-07-21,16.0049,16.0198,15.9462,16.0024,16.0024
2015-07-22,16.0098,16.109,15.987,16.0112,16.0112
2015-07-23,16.1103,16.137,16.0431,16.107,16.107
2015-07-24,16.2069,16.2935,16.1969,16.206,16.206
2015-07-27,16.2486,16.3435,16.217,16.2472,16.2472
2015-07-28,16.2925,16.3017,16.2129,16.293,16.293
2015-07-29,16.28,16.2972,16.1795,16.279,16.279
2015-07-30,16.2826,16.4858,16.282,16.2827,16.2827
2015-07-31,16.2603,16.2934,16.012999999999998,16.2599,16.2599
2015-08-03,16.1182,16.1836,16.075,16.117,16.117
2015-08-04,16.1766,16.18,16.0986,16.1766,16.1766
2015-08-05,16.2924,16.3902,16.232,16.2913,16.2913
2015-08-06,16.3599,16.4141,16.3307,16.3599,16.3599
2015-08-07,16.3222,16.3528,16.1176,16.3199,16.3199
2015-08-10,16.1685,16.2755,16.145,16.1663,16.1663
2015-08-11,16.1657,16.3647,16.155,16.1707,16.1707
2015-08-12,16.3069,16.3899,16.182000000000002,16.3072,16.3072
2015-08-13,16.25,16.3918,16.2387,16.2507,16.2507
2015-08-14,16.399,16.4254,16.334,16.399,16.399
2015-08-17,16.3925,16.475,16.381,16.3924,16.3924
2015-08-18,16.4337,16.4629,16.4113,16.4311,16.4311
2015-08-19,16.4165,16.5481,16.386,16.417,16.417
2015-08-20,16.6004,16.7862,16.587,16.598,16.598
2015-08-21,16.788,16.942999999999998,16.783,16.7882,16.7882
2015-08-24,17.055999999999997,17.2446,17.0252,17.0403,17.0403
2015-08-25,17.1642,17.1662,16.8971,17.1643,17.1643
2015-08-26,17.2792,17.2999,16.992,17.2746,17.2746
2015-08-27,17.0293,17.0374,16.8218,17.0292,17.0292
2015-08-28,16.8807,16.9443,16.703,16.8724,16.8724
2015-08-31,16.7666,16.909000000000002,16.72,16.7658,16.7658
2015-09-01,16.7448,16.9032,16.7429,16.7448,16.7448
2015-09-02,16.9547,16.9773,16.8111,16.954,16.954
2015-09-03,16.8586,16.9414,16.741,16.8586,16.8586
2015-09-04,16.8023,16.936,16.7835,16.8022,16.8022
2015-09-07,16.9202,16.9917,16.8931,16.9189,16.9189
2015-09-08,16.9655,16.9812,16.755,16.965,16.965
2015-09-09,16.8226,16.829,16.7244,16.822,16.822
2015-09-10,16.9625,16.9895,16.7554,16.9545,16.9545
2015-09-11,16.7493,16.8494,16.7236,16.7509,16.7509
2015-09-14,16.7894,16.8564,16.7568,16.803,16.803
2015-09-15,16.7146,16.7855,16.6948,16.72,16.72
2015-09-16,16.6871,16.6945,16.551,16.6942,16.6942
2015-09-17,16.5337,16.6049,16.5204,16.5331,16.5331
2015-09-18,16.5896,16.604,16.4277,16.5896,16.5896
2015-09-21,16.622,16.6957,16.5566,16.6215,16.6215
2015-09-23,16.896,17.1426,16.833,16.899,16.899
2015-09-24,17.1129,17.3358,17.067,17.1127,17.1127
2015-09-25,16.8613,16.9849,16.7134,16.8668,16.8668
2015-09-28,16.9706,17.1183,16.914,16.968,16.968
2015-09-29,17.0812,17.1437,16.9596,17.0823,17.0823
2015-09-30,17.0117,17.021,16.8848,17.0101,17.0101
2015-10-01,16.9085,16.910999999999998,16.7858,16.9136,16.9136
2015-10-02,16.9112,17.0154,16.7698,16.9058,16.9058
2015-10-05,16.7691,16.7822,16.5768,16.7754,16.7754
2015-10-06,16.7668,16.8417,16.6353,16.7669,16.7669
2015-10-07,16.6459,16.6689,16.4997,16.6452,16.6452
2015-10-08,16.6335,16.6867,16.497,16.637999999999998,16.637999999999998
2015-10-09,16.4494,16.4774,16.375999999999998,16.4576,16.4576
2015-10-12,16.4078,16.4418,16.3858,16.4099,16.4099
2015-10-13,16.4644,16.6553,16.4579,16.4631,16.4631
2015-10-14,16.646,16.6482,16.4989,16.6421,16.6421
2015-10-15,16.44,16.4815,16.358,16.4324,16.4324
2015-10-16,16.3803,16.4998,16.3517,16.3802,16.3802
2015-10-19,16.3943,16.5312,16.3569,16.3925,16.3925
2015-10-20,16.4766,16.5802,16.4495,16.4758,16.4758
2015-10-21,16.5588,16.7082,16.5484,16.5642,16.5642
2015-10-22,16.6478,16.6525,16.4907,16.65,16.65
2015-10-23,16.494,16.5558,16.3879,16.5101,16.5101
2015-10-26,16.558,16.5902,16.484,16.5425,16.5425
2015-10-27,16.5228,16.6045,16.519000000000002,16.5195,16.5195
2015-10-28,16.5485,16.555999999999997,16.4421,16.5485,16.5485
2015-10-29,16.6321,16.6901,16.617,16.6378,16.6378
2015-10-30,16.618,16.6218,16.5195,16.6183,16.6183
2015-11-02,16.4836,16.5284,16.458,16.483,16.483
2015-11-03,16.4381,16.5089,16.410999999999998,16.4395,16.4395
2015-11-04,16.393,16.5357,16.3544,16.3948,16.3948
2015-11-05,16.5506,16.6096,16.5093,16.5516,16.5516
2015-11-06,16.605,16.875999999999998,16.5924,16.5966,16.5966
2015-11-09,16.8059,16.914,16.7836,16.8085,16.8085
2015-11-10,16.7595,16.845,16.7452,16.7595,16.7595
2015-11-11,16.7566,16.7566,16.654,16.7551,16.7551
2015-11-12,16.7224,16.813,16.6874,16.723,16.723
2015-11-13,16.7443,16.7858,16.717,16.744,16.744
2015-11-16,16.715,16.7955,16.677,16.715999999999998,16.715999999999998
2015-11-17,16.762,16.7975,16.736,16.7654,16.7654
2015-11-18,16.7212,16.7733,16.6933,16.7167,16.7167
2015-11-19,16.7304,16.7304,16.559,16.7251,16.7251
2015-11-20,16.625999999999998,16.656,16.4566,16.6303,16.6303
2015-11-23,16.5318,16.628,16.516,16.5285,16.5285
2015-11-24,16.557000000000002,16.563,16.4387,16.5536,16.5536
2015-11-25,16.5282,16.5826,16.488,16.5236,16.5236
2015-11-26,16.503,16.5652,16.492,16.503,16.503
2015-11-27,16.562,16.6134,16.542,16.5625,16.5625
2015-11-30,16.6091,16.6214,16.554000000000002,16.6091,16.6091
2015-12-01,16.5644,16.5754,16.4716,16.5632,16.5632
2015-12-02,16.517,16.5948,16.5004,16.5163,16.5163
2015-12-03,16.565,16.6951,16.5193,16.5608,16.5608
2015-12-04,16.6992,16.7652,16.665,16.7021,16.7021
2015-12-07,16.6654,16.8936,16.6608,16.6608,16.6608
2015-12-08,16.8798,17.0669,16.8775,16.884,16.884
2015-12-09,16.9951,17.029,16.9224,17.011,17.011
2015-12-10,17.0914,17.1034,17.0291,17.0846,17.0846
2015-12-11,17.201,17.4294,17.1866,17.2041,17.2041
2015-12-14,17.3396,17.4653,17.295,17.3391,17.3391
2015-12-15,17.312,17.3445,17.1338,17.308,17.308
2015-12-16,17.102,17.1562,17.0643,17.1056,17.1056
2015-12-17,16.9963,17.1122,16.9261,16.9989,16.9989
2015-12-18,17.0384,17.076,16.962,17.0384,17.0384
2015-12-21,17.1017,17.1328,17.0315,17.1017,17.1017
2015-12-22,17.1443,17.1924,17.0978,17.144000000000002,17.144000000000002
2015-12-23,17.1926,17.2344,17.15,17.1906,17.1906
2015-12-24,17.2289,17.3111,17.2131,17.2199,17.2199
2015-12-25,17.223,17.2371,17.2194,17.223,17.223
2015-12-28,17.2865,17.3071,17.2334,17.2967,17.2967
2015-12-29,17.2169,17.2453,17.157,17.219,17.219
2015-12-30,17.2577,17.3652,17.2444,17.2556,17.2556
2015-12-31,17.3755,17.412,17.235,17.3755,17.3755
2016-01-01,17.2698,17.2698,17.2698,17.2698,17.2698
